review_id,product_id,review_rating,review_title,review_body,ft_type_100,tokens,gpt,llama,ft_gpt_100,ft_llama_100,ft_bert_adam_100,ft_bert_adamw_100,ft_bert_sgd_100,ft_roberta_adam_100,ft_roberta_adamw_100,ft_roberta_sgd_100,ft_type_50,ft_gpt_50,ft_llama_50,ft_bert_adam_50,ft_bert_adamw_50,ft_bert_sgd_50,ft_roberta_adam_50,ft_roberta_adamw_50,ft_roberta_sgd_50
1928,79,5,nice swim wear just as expected,just what i ordered and expected,test,12,5,5,4,5,5,5,5,5,5,5,test,4,5,5,4,2,4,5,2
1961,81,3,good to know,comfortable cotton just afraid as to how much it will shrink,test,14,4,4,4,4,4,4,5,3,3,5,test,4,4,4,4,2,4,4,2
1970,81,5,good quality,oxford style shirt thick fabric and not really seethrough requires ironing,test,17,5,4,5,4,4,5,5,4,4,5,test,5,4,4,5,2,4,5,2
1990,82,3,the color was off,this is a great shirt ive ordered others in different colorsthe only reason i downgraded the rating to 3 stars is because the color isnt what appears in the description my wife hated the color so much that she wanted me to return the shirt but lacking in vanity or for that matter not much worried about my appearance to the rest of the world ive kept the shirtbottom line this amazon basics shirt is 5 star if you can live with the admittedly strange color of this particular shirt,test,100,3,3,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
2010,83,5,comfortable and affordable,i have had good experiences with other amazon housebranded items so i expected these socks to be of good quality and comfort as well based on that so far i have not been disappointedi selected the 612 size and they fit correctly i chose black over white because i have plenty of white socks black is better for wearing with slacks or suits and i needed more theyre comfortable and provide sufficient cushion to ease discomfort on the bottoms of my feet when i am standingthe price is particularly nice these are quite affordable and are competitive with other brandsi looked these over and found no issues with uneven seams no pulled threads and no holes out of the package i really cannot expect anything more than thatso far i am pleased with these socks they fit nicely theyre comfortable and theyre affordable,test,158,5,5,5,5,5,5,5,5,5,5,test,5,5,4,5,2,5,5,2
2030,84,4,overall bang for the buck is great,i received them in a timely manner and they are made well and the material isnt stiff and scratchy and the price is excellent they seemed a bit small in the waist i am 63 and 205 and wear a 34x34 in a slim fit whenever available i was able to button them and they werent uncomfortable but they are snug compared to the any of my other dress pants but at this price i can suck it in or order another size up next time,test,100,4,4,5,4,4,5,5,4,4,5,test,5,4,4,4,2,4,5,2
2050,85,2,run very small,at minimum these are one size smaller than indicated qualities average,test,14,2,2,2,2,3,3,1,1,3,5,test,2,2,2,3,2,1,1,2
2063,85,5,soft,very deep black lastingcolor soft 100 cotton feel,test,11,3,5,5,5,4,4,5,4,3,5,test,5,5,4,4,2,4,5,2
2096,87,1,runs small,opened it tried it on returned it way to small,test,12,2,1,1,1,2,2,5,1,1,5,test,1,1,2,1,2,2,1,2
2102,87,3,for guys with beer guts,it runs large i usually wear size large so thats what i purchased to be fair the amazon algoryth recommended a medium but i didnt listen and got the large it fits fine on the shoulders armpits and chest but it was too baggy around the lower torso and waist its also too long seems like it was cut for pearshaped tall guys with big bellies another thing i didnt like was that the buttons were too small they do make a slim version which is probably what i shouldve gotten though slim cuts usually fit me too tight on the shoulders and armpits the material is nice though its warm and comfortable without being too heavy,test,133,4,4,4,4,3,3,5,3,3,5,test,4,4,3,3,2,3,3,2
2108,87,5,loved it,i loved this button up on my fiance hes 511 212lbs the fit was true to size my fiance has a long torso and the 2x fit him perfectly the material was wonderful quality and durable it was also really comfortable and soft its definitely more of a fallwinter button up because the material was very fleece like thick and warm the color was beautiful and true to the description above 1010 recommended if you want a nice dress up casual button up definitely will be ordering myself one this fall,test,102,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2129,88,5,almost perfect,ive been looking for a good pair of sleeping boxers for a while and with this pack ive now got five well three as im splitting them with my fiancee theyre made out of cotton with an elastic waistband and are true to size not much shrinkage in the wash and the boxers are cut in a way where they wont bunch up if you were to wear them with jeans or shorts maybe not skinny jeans but most jeans the cotton weave is nice and tight and feels really comfy not cheap or scratchy at all my only issue is that these are a bit tight around the thigh opening and it doesnt really stretch the entire length of my stride adding 12 spandex to the weave would alleviate this perfectly and then this would be an aces product i still like the boxers i just think the spandex stretch would make these even more better,test,171,4,4,4,4,5,5,5,4,4,5,test,4,4,4,5,2,4,5,2
2164,90,4,you get what you pay for,pretty light in weight but ok for the price is right,test,17,3,3,3,3,3,3,5,3,4,5,test,3,3,4,4,2,4,3,2
2174,91,2,feels bad looks bad,these feel and look bad to wear i was hoping for essentially dickies chinos but in grey what they looked like was when you see a kid at a middle school dance and theyre clearly wearing nice clothes for the first time but they dont fit right these simultaneously gripped way too much around the hips and backside while also being jncolevel frumpy from the knees down theyre probably excellent for winter because they dont breathe at all torture in august unzipping them and getting hit with a full days farts miserable stuff and also the reason im not returning them i dont want to make anyone else have to deal with my trouserbound flatulencetwo stars though because they do feel like theyll hold up to some abuse,test,153,2,2,2,2,1,2,5,2,3,5,test,2,2,1,1,2,1,1,2
2175,91,2,male prostitute dominatrix pants that will neuter you buy now,they are so tight in the down there area that i feel like i have been neutered if you cant afford gender reassignment surgery simply wear these instead these are some painful painful dominatrix pants i like that the legs arent baggy but whats the point they will ensure you dont have children also they make you butt super noticeable i guess they are good for male prostitutes i instead recommend the amazon essentials pants that are not slim fit just buy the regular ones and you will be good to go also these pants give you an embarrassing and highly visible front bulge stay away from these pants,test,127,1,1,1,1,1,1,5,2,3,5,test,1,1,3,1,2,3,1,2
2177,91,2,pilled so bad,my husband has been wearing joggers from amazon brand for the last couple of years hes been working remote since 2020 so he just needs comfortable non fancy pants lol all the pairs that i bought him are color black one day i decided to get him a different colorolive for some reason this has heavily pilled already when this was just washed one time only cold water delicate cycle very disappointing bc i was planning to get another pair of this color my husband barely gets out of the blacknavy color scheme with his wardrobe so i was so excited he liked wearing this color can you please improve your fabric amazon,test,125,2,3,2,3,1,2,5,2,2,5,test,2,3,1,1,2,2,1,2
2186,91,4,runs small,nice hand colorfast fabric but runs a bit small,test,12,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,3,4,2
2190,91,5,great pants,my son wears these to school and says they are very comfortable he loves them,test,17,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2192,91,5,perfect fit,it is worth the money nothing needs to go to taylor,test,14,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2207,92,3,looks great im hesitant about the quality,i love the fabric and the collar height on the jacket im 511 235lbs and all the weight is in my stomach im working on it that being said the jacket fits pretty good a tad tight around my stomach but thats on me i ordered an xl i felt and still do feel that an xxl would swallow me that being said my critiques have nothing to do with sizing and everything to do with quality within a couple wears not my everyday jacket the zippers in the pockets stopped working and the pulls for all the zippers except the large bottom to top zipper had come undone ive not washed it yet but im kind of afraid to if you need a nice looking jacket for a job interview or your quarterly sales meeting this will do great if you need a nice looking jacket to wear everyday id maybe look elsewhere,test,167,2,3,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
2210,92,3,has a few dealbreakers,its definitely a warm jacket not for summer days few design issues which made me not like the jacket the cloth lining under the zip sticks out too much which makes the jacket uneven and awkward when not zipped up the lining also makes the collar stick out far from the body the velcro at the cuffs are good quality but make it crumple in a weird way as the material is stiff it tends to poke your arm keeping hands in the side pockets puts all the weight on the zippers,test,103,3,2,2,2,3,3,5,3,3,5,test,2,2,3,3,2,3,3,2
2238,93,4,everyday pants,did not like pants to wear to work,test,11,2,1,2,1,3,2,5,2,3,5,test,2,1,3,3,2,3,1,2
2267,95,2,theyre huge and are not designed for men,pros1 5 spandex fabric but also white few briefs have this combination2 pack of 7 so you capitalize on shipping efficiencies3 functional full height flycons1 too large i ordered a mediummy normal size waistband is loose side by side with other brands the waistband is 4 inches wider2 waistband is reddish and seems cheap ive had this type of waistband before and they do not last this is a cut corner3 no contour in the front so not much room4 less than full rear coverage5 marketed as cheap but considering the shortcomings not actually very cheap,test,125,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,2,2,2
2269,95,3,pinkred waist band,the waist band on these look like they were washed with a red sock,test,18,1,1,2,1,2,2,5,2,3,5,test,2,1,2,2,2,1,1,2
2285,96,1,order an xl and large two separate orders reviewed xl as both orders no large,the shirts were great material the xl large fit for the person that needed an extra lard the but like i said i ordered 2 packages two different transactions one ordered right after another i placed and order for a size xl and a size large both packages came and would have been completely 100 satisfied with the purchase of i had got what i ordered the correct order i have small t shirt printing business and had needing these specific shirts to be done by a stern deadline which i would have completed it on time successfully if i had got the right sizes i ordered it was a huge inconvenience i had to run all over town to find one local didnt get my shirts done in time and spent more than i usually spend on material cost due to yall being able to correct the mistake in time my customer need her shirts made wont be ordering again,test,180,1,4,1,4,1,1,5,2,3,5,test,1,4,3,1,2,3,2,2
2302,96,5,good quality,bought these for my son and he loves wearing them,test,12,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2311,97,1,incorrect sizing,fit like at least one size smaller will not reorder heap quality,test,14,2,1,2,1,1,1,5,1,1,5,test,2,1,1,1,2,1,1,2
2316,97,3,color doesnt last,fits as expected but after a few washes the color fades,test,15,2,3,3,3,1,2,5,2,3,5,test,3,3,2,2,2,2,3,2
2318,97,4,straight cut but decent general use shorts,i like to have shorts for sleeping and while working around the house but wear nicer shortspants when going out the shorts i typically wore had started wearing out so decided to give these a shot i usually find shorts for about 57 and these were a bit more but am hoping they will last a bit longer the shorts are similar to swim trunks in style the drawstring works well but i know many wont like having it on the outside while these fit they are a bit more straight cut than i usually get in sleephouse shorts and the material doesnt have a lot of stretch or give they work but are more fitted than i am used to for my purposes the pockets are quite deep and definitely hold my phone without issue overall a decent pair of shorts if you dont mind the outside drawstring and a more fittedstraight cut,test,169,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,4,2
2325,97,5,great fit,the order came quickly the shorts are good quality and good fit,test,14,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2329,98,1,shipped wrong pants,we ordered 3 pairs of amazon essential mens jogger pants in size small this pair was a matchstick brand size largewith none of the features of the other pantsand no tag we would have liked to return this however i am immune compromised and do not go out the only avenue i saw was to take it to a ups facility myself we paid to have products delivered to our house now why should we have to go out of our way to return it paid about 35 for this i guess someone at the goodwill store will enjoy these pants,test,111,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,2,1,2
2353,99,1,nice shirt sizing is wrong,sleeves are 3 too short shirt tails nonexistent buy up at least one sizequality is good otherwisedidnt shrink thats saying somethingedit forget buying up a size i gave the l to the wife and was going to get an xl for myself go figure the l and xl are exactly the same size look at the picturescalls into question the whole line im not wasting my time on ordering an xxl if the sizes mean nothing then i just cant work with this brand at allzero starstotal waste of everyones time and trouble and gas and packaging,test,115,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
2357,99,2,too large,though i used the measurement chart this product is wat too large extremely disappointed,test,16,1,2,1,2,1,1,5,1,1,5,test,1,2,1,1,2,2,1,2
2367,99,3,sent the first one back the second is still off,the material is surprisingly soft and substantial i was expecting it to be very thin the collar and pocket are very small im not sure all phone sizes would fit in the pocket the biggest problem with this shirt is that the pattern does not match up from back to front it looks weird unless i keep my arms by my side to hide this obvious misstep i checked the rest of my shirts that have patterns and they all line up well i returned the first one and specifically asked for another without this issue unfortunately the second one i got it was also mismatched i got it on sale for a little over 12 so i would even more upset had i paid full price i hope someone in quality control will make an improvement,test,150,2,3,2,3,1,2,5,2,3,5,test,2,3,2,2,2,2,1,2
2370,99,4,its ok,true to size color matches whats the photo not hat soft,test,13,3,4,3,4,3,2,5,2,3,5,test,3,4,3,3,2,3,3,2
2374,99,5,great fit,shirt was soft and well made fit great,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2400,100,5,let your nice legs show,if you are athletic as i certainly am you should wear shorts that show your quads we work hard to build them so dont hide them under kneelength shorts turn the ladies on gentlemen these shorts will help you do it i play tennis six times a week and racquetball once a week when i was younger i ran marathons which is much too far to run much less train for buy these shorts if youre a jock like me this is a fun review to amuse you and inform you a little bit,test,108,4,5,5,5,4,5,5,4,4,5,test,5,5,4,5,2,5,5,2
2412,101,1,garbage,very thin material not a true chambray and not at all true to size the xxl is more like an s i couldnt even get my arm into it ordering from ll bean i just wanted something to wear home from breast surgery big baggy and heavy enough not to see through ll bean is more expensive but known quality and correct sizingi also managed to break my ankle so returning this is a nightmare i ordered two shirts both amazon basics to allow for comfort following surgery it is 6item to have ups pick it up nor will it let me return them at the same place though they were ordered together i dont want to run all over town i cant run all over town just really annoyed another reason to use ll bean ups picks up the orders,test,151,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,2,1,2
2425,101,3,ok for the price,quality is decent for the price,test,10,4,3,3,3,3,3,5,3,4,5,test,3,3,3,3,2,4,4,2
2431,101,4,too long,these are nice shirts but they are too long to wear untucked,test,15,2,4,3,4,3,3,5,2,3,5,test,3,4,3,2,2,3,2,2
2442,102,1,not correct size these are smaller than listed,these run really small and are not stretchable,test,17,2,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,2,2,2
2445,102,1,how disappointing,i ordered 6 or 7 of these shorts last summer and loved them most of my clothes come from amazon i am a fan i ordered two shorts a couple weeks ago opened the package and washed them they are like tissue paper last years shorts were great this year terrible if i order something and it doesnt quit fit i just donate it it may fit someone who needs it more than me i would never donate these shorts i would be embarrassed i think i will trash them amazon you owe me two new shorts the good ones they went up from last year corporate america price goes up quality goes away pay up amazon,test,121,1,1,1,1,1,1,5,2,1,5,test,1,1,1,1,2,2,1,2
2451,102,2,shorts,not slim fit theyre only shorter than regular shorts,test,12,3,4,3,4,2,2,5,3,3,5,test,3,4,2,3,2,3,1,2
2457,102,3,not so slim,nice material and waist fit was accurate but not so slim fit for the legs,test,18,4,3,4,3,3,3,5,3,3,5,test,4,3,4,4,2,4,4,2
2461,102,4,good product and comfortable fit,these shorts are comfortable and looks good,test,12,4,5,4,5,5,5,5,5,5,5,test,4,5,5,5,2,5,5,2
2475,103,2,color didnt match,i ordered the teal and they are more of a light greenmint,test,16,2,3,2,3,2,2,5,2,1,5,test,2,3,2,2,2,3,1,2
2478,103,2,short shorts,not for me didnt realize how short these are theyre definitely short shorts,test,16,2,2,2,2,1,2,5,3,3,5,test,2,2,3,3,2,3,3,2
2492,104,1,absolutely horrible,i ordered this mostly based on the reviews maybe the one i got was defective or the quality has gone way down since the earlier reviews1 wore it once the waist band stretched way out from a good fit to about 5 sizes to big even after washing it remained the same over sizenow must use the draw strings and over tighten it the elastic is shot2 woke up the second time wearing them and the right sleeve has com apart at the seam i sewed it back up3 after a third washing the crotch sewing fell a parti am very thin so it wasnt me straining the product it is just falling a part i went to walmart and bought a cheep set there and doing very good 1 day shipping no extra cost these took over a week even though it was in stock and i am a prime member,test,167,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
2495,104,1,didnt like the fabric,did not care for the fabric these pajamas were made out of,test,18,2,2,2,2,2,2,5,2,3,5,test,2,2,1,2,2,2,1,2
2507,104,3,started out good,but shrunk slot after 3 laundry cycles,test,12,2,1,2,1,3,3,5,2,3,5,test,2,1,3,3,2,3,3,2
2509,104,4,cozy polar bears,very comfortable and warm fit just as expected,test,12,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2513,104,4,pants light weight fits hubby great but no shirt,i ordered a medium for my husband and these fit him good he is older weighs 150 lbs58 12the crouch does not hang to his knees as other more expensive sweats pants do or other pjssince covid and we did have it he retired and is around the house more and outside morethese pjs are not as thick as other ones but he likes these and there comfortablewe live in the mountains in ca and these wont be as warm as other pjs but there perfectfor now and warmer weathergreat for sleeping and around the housei think these run a bit small although perfect for him order up a sizethis says its a set but no top came with this4 stars and im calling amazon,test,152,4,4,4,4,4,5,5,4,4,5,test,4,4,4,4,2,5,5,2
2522,105,2,sheer shirt,see through cheap chinesemade shirt,test,10,2,1,1,1,2,2,5,3,3,5,test,1,1,3,2,2,1,5,2
2529,105,3,order a size up,too tight i advise ordering a size up,test,12,3,2,3,2,1,1,5,1,3,5,test,3,2,1,1,2,3,1,2
2538,105,4,surprisingly good,comfortable too i cant find any other shirt like this from amazon,test,15,4,5,5,5,5,5,5,5,5,5,test,5,5,4,4,2,5,5,2
2544,105,5,good sizing,shirt is nice length and size is good made well,test,12,5,4,5,4,5,5,5,5,4,5,test,5,4,5,5,2,4,5,2
2563,107,3,pinkred waist band,the waist band on these look like they were washed with a red sock,test,18,2,1,2,1,2,2,5,2,3,5,test,2,1,2,2,2,1,1,2
2578,108,1,bad shirts,didnt use it material is way to thin does not fit right,test,14,1,1,1,1,1,2,5,1,1,5,test,1,1,1,1,2,1,1,2
2598,108,5,fit perfect,i love it feel so soft nice on me good fabric,test,13,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2620,110,1,how disappointing,i ordered 6 or 7 of these shorts last summer and loved them most of my clothes come from amazon i am a fan i ordered two shorts a couple weeks ago opened the package and washed them they are like tissue paper last years shorts were great this year terrible if i order something and it doesnt quit fit i just donate it it may fit someone who needs it more than me i would never donate these shorts i would be embarrassed i think i will trash them amazon you owe me two new shorts the good ones they went up from last year corporate america price goes up quality goes away pay up amazon,test,121,1,1,1,1,1,1,5,2,1,5,test,1,1,1,1,2,2,1,2
2636,110,4,good product and comfortable fit,these shorts are comfortable and looks good,test,12,4,4,4,4,5,5,5,5,5,5,test,4,4,5,5,2,5,5,2
2640,110,5,perfect,shorts are really nice material and size is perfect,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
2649,111,3,fair quality but watch your sizing,these boots come in a shoebox with tissue paper and inserts to prevent crushingtheyre nice looking boots i like the material theyre made from not too thin not too thick it feels soft to the touch they would be excellent street or dress boots with thin socksunfortunately i cannot speak to how they fit or how they wear as they do not fit mei have wide feet technically my shoe size is 105 eeee but i have always bought us size 13 boots and shoes and have been able to fit into them without issue these boots are marked as size 13 but i cannot fit my foot into themits possible that if you wear a size 13 regular these boots will fit you correctly although the insole does seem a bit narrow to me even for a 13,test,160,2,3,3,3,4,4,5,3,4,5,test,3,3,4,4,2,4,3,2
2653,111,4,good fit and description,the media could not be loaded good looking boots good fit comfortable,test,16,4,4,4,4,4,5,5,5,5,5,test,4,4,4,5,2,5,5,2
2679,112,3,nice but shockingly narrow,i grabbed a pair of these in my normal size and they were so narrow i couldnt get them on i went up two sizes before they fit they were still a little snug but the leather has loosened up nicely and they are now comfortablei would just say expect these to be long if you have a wide footthe review asks about support they are a moc slipper there is no support but they are warm and comfortable and they keep water out enough that i can take the dog out on the wet grass in the morning without putting on tennis shoes this was their main purpose,test,119,3,3,4,3,4,3,5,3,3,5,test,4,3,4,3,2,4,4,2
2703,113,3,th,too short in the torso area need to be a little longer,test,13,2,3,3,3,3,2,5,2,3,5,test,2,3,3,2,2,3,1,2
2709,113,4,quality is good but sizes run smallish,a little smaller than expected,test,13,4,4,4,4,4,4,5,3,4,5,test,4,4,4,4,2,3,4,2
2797,120,1,back to the malls,during the covid everyone just seem to shut down especially companys manufacturers and people operating themclothing sheetsbedding became at its worst sheets are 80terrible online then you have to pay for return now forget thatnowthese lounge pants are prime example how workers just dont care what they sell pants arrived with 1 leg seemed correctly and other leg made for a stick leg this cant be accident cause it doesnt make sense i believe then an still now workers just dont want to work they have to much time on their hands im fed up buying stuff i cannot see only having to return it back to amazonim going back to the stores the malls and see exactly what i am buying and enjoying the day while im outand eating a pretzel from fannys,test,154,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
2838,122,3,pointed shoes squash my toes,i ordered the black shoes because i needed some new shoes for the odd occasion such as a job interview or semiformal gathering these looked nice and wouldnt break the budget to wear them 3 or 4 times a year so i ordered my usual size 115 but they were way too tight around the toes they look good people will think theyre leather for sure i wanted to like them but the toe is too narrow a pointed style which squashes my wide feet i would probably need a size 13 to fit my toes but ill start scraping the toe when i walk and im sure ill get comments about them being as long as clown shoes ill have to send these back,test,139,2,2,3,2,2,2,5,2,3,5,test,3,2,3,2,2,3,2,2
2839,122,3,if you need them for one time use these are great,had high expectations for these and despite the price point i thought they would be built better first these are not advertised as leather and they are more plastic than anything else the light weight has me believe the soles arent constructed well either im guessing they are mostly glued together and from my experience separation is inevitable the upper is synthetic but overly thin and not very soft as a result creases will turn into breaks or tears to the heavily used areas of the uppersoverall the design is sharp but in person these just dont look very good they are not passable as leather dress shoes and will likely be great for a few big events or photo shoots i wouldnt rely on these being daily shoes for work or office events,test,152,2,2,3,2,3,3,5,3,3,5,test,3,2,3,3,2,3,2,2
2851,121,4,good fit good length wrinkles and holds stains,i like the length of these shorts which can be very hard to find they are comfortable and have all of the features that i look for they tend to wrinkle especially by the lower hem which can make them too short if you dont run a quick iron along it lastly if any food thats even slightly greasy comes in contact with the fabric it leaves a faint grease spot that no amount of laundry pretreatment seems to be able to prevent the price is good but the slightly more expensive shorts seem to clean up better,test,110,3,3,4,3,4,3,5,4,4,5,test,4,3,4,4,2,4,4,2
2856,122,5,super comfy,these those are a bit tight to put on i must have a shoehorn to get my feet in but once in its super comfy and fits just right for a size 9also i cant believe how nice they look despite being synthetic leatheri worn them on my commute which is 1 hour train with 15min walk on each side i didnt feel sore at all and i had a fair amount of walking around from meeting room to meeting room so i would definitely wear them as my regular office shoe from now ongood job amazon im now a fan of your essential branded shoes,test,117,5,5,5,5,4,5,5,5,5,5,test,5,5,4,5,2,5,5,2
2896,125,1,to small,i ware large i ordered this shirt as large it was very small i mean small,test,18,1,1,1,1,1,1,5,1,3,5,test,1,1,3,1,2,2,1,2
2932,126,1,sizing off,sizing off figure on getting a size up from whatever your normal size is,test,17,2,2,3,2,4,4,5,3,3,5,test,3,2,4,4,2,3,4,2
2933,126,2,runs narrow,they look pretty good but theyre too tight to fit unfortunately unwearable,test,16,3,2,2,2,2,3,5,2,3,5,test,2,2,3,3,2,3,2,2
2963,127,3,cheap but not that comfortable,i needed some lounge pants pajama pants and thought the deal was hard to pass up when these were discounted even if those were not that great no harm done at the pricehowever sometimes its just better to pay a little more these are not bad pajamas but the material is kind of odd reminds me a bit of 1980s track suits the material is not the same but its just not the most comfortablei could imagine these will last a while but if youre looking for comfort these are likely not the bestfit is nice and roomy but it doesnt help with the material texture,test,120,3,3,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
2966,127,3,not consistant from order to order,light weight denserigid paperlike fabric but not scratchy washed a few times in hopes it will relax and soften over time the fit is exactly what i was looking for and light weight for the hot climate i live ini ordered a second pair in the same color although the pattern was nearly identical the fabric was not the same a thinner blended fiber the fit was similar in the waist but the legs were 3 longer than the original pair i returned it because i dont have the time hem the pants to fit and i like the quality of the first pair more,test,117,4,4,3,4,3,3,5,4,4,5,test,4,4,4,3,2,3,4,2
2989,128,3,reliable but basic,i bought this cardigan in gray for an upcoming trip to europe i washed and dried according to the instructions the opening of the cardigan seems to want to roll inward its not significant but im picky about the way my clothes fall so it does bother me a bit other than that its a reliable lightweight cardigan theres nothing that stands out to me about this cardigan it seems pretty average to me i wouldnt buy it again but thats mostly because its just not my preference someone with a different preference might be perfectly happy with it,test,109,3,3,3,3,3,3,5,3,4,5,test,3,3,3,3,2,3,3,2
2991,128,3,light sweater,very nice sweater but it is very light i expected it to be a bit thicker,test,18,4,4,4,4,4,3,5,3,3,5,test,4,4,4,4,2,3,4,2
3015,129,4,after wash dry,i wear tshirts most of the time and have been looking for a good basic tshirt in lots of colors the fabric is a pretty nice medium weight with lots of stretch im including pics of the fit before and after washing drying on hot it fits pretty well a bit of shrinkage around but the length is about the same comes down over my butt i like the fit not too baggy not too tight and not clingy i like that i can wash it on hot and throw it in the dryer no need to baby this shirt the price is great too i now have 6 colors of this shirt and will buy it in the future once i ruin these like i always do im 54 and 155 lbs bought size xl,test,148,5,5,5,5,5,5,5,5,4,5,test,5,5,4,4,2,5,5,2
3020,129,4,very comfortable,these are very comfortable and wash and wear nice,test,11,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
3074,132,1,sizes range varies wildly,ive ordered about 10 different pair of these but had to return all but 2 i normally wear a size 6 pant but had to buy an 8 then a 10 which were both too small the 12 was too bigi decided to buy a 8 long as i thought the rise would fit me better higher on the waist which worked for 2 pairi have just purchased 2 more pair in the 8 long but they are too small same exact size as the ones that fit me im assuming these pants are coming from different factories that are using different patterns fabric its been very frustrating to say the least,test,128,2,1,3,1,1,1,5,1,1,5,test,3,1,2,2,2,2,2,2
3079,132,3,inconsistent sizing,i had purchased another pair of these at the same time i tried on the first pair and the fit was greati didnt try on the second pair big mistake even though they were the same size the 14 long version was actually much bigger in the waist so large that i honestly cant wear them without constantly having to pull them up i purchased the long because i am round with no waist at all and long usually give you a bit of extra length in the rise that helps accommodate my shape since they dont have any belt loops so no help to hold them up and i am past the return window i will probably end up giving them to someone else or donating themthe jeggings themselves are really nice quality but be sure to try each pair on separately to make sure they will actually fit properly,test,158,3,2,3,2,2,2,5,2,3,5,test,3,2,3,3,2,3,2,2
3084,132,4,comfortable and satisfied with purchase,i am 58 12 219 lbs normally wear a 20t or 20w in pantsskirts and these size 20 long color light wash fit me comfortably they are thicker than leggings and i think i will be able to wear these during the fallwinter seasons too i like that it has a wide stretchy waistband so no need to unbuttonunzip when you have a full stomach my only two cons are that there isnt any belt loops just in case waistband stretches out of shape and even though these are long they arent long enough for me they come right above my ankles and not below as i am used wearing my pants lengthoverall i am quite satisfied with this jegging and have ordered a couple of more pairs even my 78 year old mom have placed orders for several of different colors,test,170,5,4,4,4,5,5,5,4,4,5,test,5,4,4,5,2,4,5,2
3098,133,2,unraveling already,i washed this tank top twice and the hem is already unraveling,test,18,2,1,2,1,2,2,5,1,1,5,test,2,1,1,1,2,1,1,2
3124,134,4,soooo soft,very soft and the material washes well this amazon brand has my attention,test,17,4,5,4,5,5,5,5,5,5,5,test,4,5,4,4,2,5,5,2
3128,134,5,plus size big boob friendly t,i currently weigh around 215 lost about 50 lbs this year needed new t shirts until i hit my goal weight this t are long so they dont look short on my torso which is usually the problem with big boobs also this is a true x large not one that stretches to fit xl body this t is xl with additional stretch since im losing weight i probably could have ordered down if i wanted a more sexyfemale look these give not masculine but not super feminine eitherkinda androgynous look to them which im fine with,test,111,4,4,5,4,4,4,5,4,4,5,test,5,4,4,4,2,4,4,2
3130,134,5,musthave basic tees,i needed some simple tshirts without graphics on them so i ordered these and theyre terrific theyre very soft and are just the right length to wear with anythingthey run pretty true to size i ordered the shirts in a medium which is always a gamble for me as i find most clothing to be cut far too large or a bit small i am also a petite 53 size four with a 36d chest so shopping for shirts can be challenging they give a fitted look without being skintight which was what i wanted if youre unsure of what size to get id size up as opposed to down because they will shrinkim very happy with this purchase and have now found my new goto tshirts,test,145,5,5,5,5,5,5,5,5,5,5,test,5,5,4,4,2,5,5,2
3135,135,2,too snug,too snug for larger bust shouldve ordered in plus size,test,13,2,2,2,2,3,3,5,2,3,5,test,2,2,3,2,2,2,2,2
3150,135,4,may need to size up,first of all when my item was delivered i was very surprised that it was in a clear bag no outer amazon or other bag to protect the thin clear plastic bag which clearly showed the blouse insidebefore ordering i read other reviews and based on those comments i ordered a size medium based on my 55 124lb body frame however when trying the item on it seems to run small to almost true to size i havent decided yet whether to keep this our not i do like the colorhot pink but i worry that it may shrink up i was hoping to take this blouse on a weekend getaway but not sure now,test,126,3,3,3,3,3,2,5,2,3,5,test,3,3,2,2,2,3,3,2
3176,136,4,thin fabric,material is thin for my liking comfortable to wear and fits well,test,14,4,4,3,4,4,4,5,4,4,5,test,3,4,4,4,2,4,5,2
