review_id,review_rating,review
919,5,nice sheets for the price cool to the touch i ordered these sheets when i moved into a new house and realized id forgotten to purchase a new set of sheets for my new differently sized bed they were cheap and i figured i would just replace them later on well i was pleasantly surprised these have a nice texture and feel more expensive than they are they do a great job staying cool ive only washed them a couple times so far but theyve held up fine im keeping them as my primary sheets and will be ordering a couple extra pairs as backups highly recommend if youre looking for decent quality sheets without breaking the bank
920,1,do not purchase pilled within a month do not purchase i spent 53 on king size navy sheets for my bed and was happy at first they werent the softest jersey knit sheets ive had but they got better after the first wash however after just a month of use they are already pilled those little balls in the fabric and they now feel rough against my legs i sleep in cotton shorts not flannel pants or sweats so its not like there was any rough fabric rubbing against them to cause the pilling even so it should not have happened so quickly of course i just tried to initiate a return to amazon so i could get my money back and my return window closed a few days ago please do not make the mistake i did the photos are very close up so you can see the little balls of fabric that is all pilled up making the bottom sheet so uncomfortable and scratchy already ugh
926,3,ok quality but nothing special ive used these for about 3 years now in comparison to a set of jersey cotton sheets that are at least 30 years old these have not held up in the last three years the way that the other set has in 30 the fitted sheet has pilled quite badly although ive found that the bottom of the fabric doesnt pill in the same way so if you dont mind the seams sticking out by the pillows where the comforter wouldnt cover they can still be soft i have the heather grey color and the color has held up well and i there are no thin spots or holes over all they are comfy and are similar quality to other brands of jersey sheets i have bought at higher price points from other stores perfectly serviceable but nothing special
928,3,the fit and feel is amazing however these sheets are like so soft and comfy i was unsure at first because of the material but theyre nice and soft and warm to sleep on without being overheated the only issue im having is my cat i guess it might be the same with most sheets and anything fabric lol but she is making her daily biscuits for the shop and she tore holes in it straight away with ease like butter i wish they were a lil more durable for the price but what ever they all feel like they might pill up but ill update in a month
933,4,good cotton sheets nice sheets for the price they are comfortable and fairly wrinkle free i was looking for an all cotton sheet that did not have the drapey heavy feel of egyptian style high thread count these work for me lightweight and fairly soft but not too hot launder well without shrinkingthe packaging was strange sheets were folded in a bag worse than i could fold them but they were new fabric with factory smell still they would be perfect if they were a little softer and the fabric was just a little thicker and less stretchy the stretch makes the fitted sheet very big for my 13 mattress but that could be good if you have a thick memory foam mattress
934,4,good but not terrific cotton jersey sheetswhat a marvelous invention ive used them for years these particular sheets are a good value based on value the sheets are a solid 4 stars but not idealthe important stuff theyre very comfortable fit a 14 mattress with room to spare launder well and theyre cotton theyre softer than muslin percale and even high thread count egyptian cotton sheets so why just 4 starsthe annoyance theyre thinner than other jersey sheets ive bought in the same price range and thinner than an average outerwear teeshirtthe following comment doesnt affect the sheets value its an its my own fault gripei should have read more reviews and remembered that colors render differently on computer screens the sheets are not true redmore a funereal maroon or muddy burgundy than the bright warm cheery red sheets ive had beforenext time i buy these sheets ill just pick another color
935,4,perfect except my friend has a set 100 cotton so soft and i love them so i ordered my own in white my only complaint is the white has a light blue tint to it i washed them with bleach and still the same maybe i need to soak them in bleach and soap not sure if this was just an off package or not but i would recommend if you are buying a set in color my mom loved them so i ordered an oatmeal set for her i dont feel like dealing with a return so im keeping them
936,4,best buy so soft and cozy definitely our new go to for sheets
939,5,surprisingly good quality honestly i did not truly expect these to be so nice they are a tad oversized so the fitted sheet tucks all the way under our 12 mattress theyre pretty soft especially after a wash i put them into the dryer on regular heat with wool dryer balls and they came out perfectly fine cozy enough for winter but leo pretty breathable in our hot nc summers im going to buy a few more sets for our guest room and theyd make a pretty good gift too they are by no means fancy high thread count or anything but theyre very comfy and dont break the bank
942,1,how are these rated so high purchased these solely on the amazon reviews and wow was i misled no idea why these are rated the way they are must be the price three issuesthe fabric is extremely cheap and looks very cheap second the sheets are very slippy and when making the bed it takes longer as they just slide around and tough to make the bed neatly and quickly they are also very oversized i like a meticulous looking bed with sheets and pillowcases that fit snugly these are not thati have to try to tuck the excess fabric on the sides and end between the mattresses and when putting my pillows on display i have to shift them to one end each time and the pillowcases are enormous my husband even commented on how large and sloppy these sheets are so that may tell you something i do not recommend these even for the cheap price you get what you pay for
943,1,what is that smell as soon as i got my sheet set i opened it to throw in the wash because i was exciting being this set has so many amazing reviews i couldnt help but notice the strong smell the box its self had smells like skol spearmint iykyk put them in a long wash cycle and they still came out smelling like that no way no how am i sleeping with such a smell not to mention the biggest complement that stood out to me was how lightweight and smooth these are the sheet set i received is so thin you can see right through it and i dont feel like its overly soft my personal opinion dont spend the 40 on these go to the store and buy a higher quality set for close to the same amount im bummed because how do you even return such a thing once youve opened it and washed it now im out 40 and no new sheets
944,1,does not fit anyone can argue a sheet set fits a bed size king queen etc these sheets are so oversized that simply sleeping in them after having been washed and dried on hot pulls the mattress sheet up and over from the other side of the bed leaving you to sleep on what can best be described as a large wrinkled cloth this fact contradicts the sellers soft wrinkle free description entirely so very disappointing especially knowing you have giving your best efforts to make them work and to then realize the return window has closed simply put this is an inaccurate description and low quality product i suggest passing on this product
945,1,they feel like a sheer curtain i made the mistake of ordering these i also dont see how these are regularly 45 bucks i bought amazon basic cotton jersey sheets earlier this year and i love them at a quick glance i thought these were the same ones i thought 20 bucks im going to get them when they came in i opened the box so i could wash them and immediately hated them i will be returning get the amazon basic cotton jersey sheets theyre soooooooooo soft these feel like i kind you not a sheer curtain makes me wonder about all these positive reviews maybe i got a weird batch of sheets lol
948,1,buyer beware i bought these sheets to go with a comforter i recently purchased and took them out of the box they came in and threw them in the washer immediately i wash everything newafter the cycle was finished i then threw them in the dryer and then noticed a rather large bug in the bottom of my washer which is new and has never happened before im a clean freakthe so called bug is a rather large cockroach i immediately took the set out of the dryer to double check for anymore critters thankfully there wasnt needless to say the set and the box they came in are in the fire pit as we speakdisgusting
950,2,lured in by reviews i bought these based on the amazing reviewsthe great news they fit as they should and the color is as shown the all around elastic is greatthe horrible news i laundered these twice to get rid of the horrible chemical smell and try to soften them a bit i put these on the bed without telling my partner the first thing they said after climbing into bed was are these new i can tell we made it 20 minutes before i was stripping the bed in the middle of the night to put on different sheets we typically use a big brand name sheet which retail at a much hired price as soon as i changed the sheets they said this is so much better the other ones feel like a trash bag in comparison sadly these will probably never leave the linen closet again
951,2,these are too small i love the color lilac but putting the fitted sheet on the bed is like putting a girdle on an elephant great deep pockets but the last corner takes forever to maneuver partway down i had to stretch pull afraid the sheet would rip if you have arthritis scleroderma or any other issues with your hands you want to stay away from this brand ive never had any issues with any other sheets for my full bed i will be buying a different brand i washed then b4 putting on bed so of course i can not return
952,2,theyre just okay pros theyre cheap and the color is nice and exactly what i was expecting the feel of the sheet itself is also what i expectedcons the underside of the top sheet is not what i expected its a weird almost plastic sort of feel and is not comfortable at all also the first time i washed them before use they came out with several greasy looking water marks sort of like what can sometimes happen with fabric softener except i do not use that i think they will come out with another wash but i also imagine its something that will continue to happen with this fabric
953,2,refundednot happy with quality at less than 15 i shouldve known it was too good to be trueive never bought microfiber sheets so wanted to try them at a good pricei didnt even get them out of the package before i could tell by the feel that it wasnt going to cut it they reminded me of the days when all i could afford was basic 200 thread count sheet sets that you could read a newspaper through if youve spoiled yourself with 800 tc egyptian cotton sheet sets dont waste your time with theseidk what i was thinkingon the plus side the vendor made the refund quick and easy
954,2,why was i struggling so hard to get the sheet on in the end it looks alright and the material isnt too uncomfortable but this is my hand after struggling for 10ish minutes to try to get it to fit on my bed i dont know why it is so small and i know i ordered the right size because my bed is a regular twin and i ordered a regular twin size but it was just too difficult for just a bedsheet i rather just go without at that point if im gonna have to wrestle with my sheet every time i wash it to get it back on my bed anyways for 9 dollars ill just put up with it but still this aint it
955,2,meh the sheets have a nice pattern they look great i ordered brand new but there are stains i ordered white with a grey pattern and there were brown stains and what looks like blue or grey dye stains i washed and used them anyway they look good on the bed they are lightweight but they get super hot not good for summer months in the hot states they do not breathe keep in mind they are not cotton i did not realize this when i ordered them and definitely realized it the first night sleeping on them when i began getting hot the sheets are okay for the price just keep these things in mind
956,2,ehhhhhhhhhh theyre just okay i wanted to like these sheets so badly mainly because they got over 458000 reviews i knew it had to be a catch theyre not terrible they just didnt meet my expectations first of all they are thin i wasnt expecting them to be this thin they did wash well but low quality ughhhhh i shouldve returned them but i guess ill save them for my guest room which was not bad for the price if you like high quality sheets that are nice with a high thread count keep looking and do not purchase these
957,3,difficult fitted sheet i overall like the price of this product and it availability from amazon i had difficulty putting the fitted sheet on my 12 inch full size mattress the pockets are 14 inches but the sheet required me to exert some energy to lift my mattress and really stretch the sheet to fit so the pockets would fit and not pop out im somewhat surprised i havent seen this feedback in other reviews it was some real effort to make it work after 23 nights of the sheet jumping off the mattress a deeper pocket of 16 inches or more might be a better fit in real life use i dont like lifting my mattress to fit a simple sheet
958,3,great for a while not long lasting these sheets were so great when we first got them they were buttery soft smooth cool and looked very nice they looked more expensive than they areunfortunately after about 6 months worth of weekly rotation between 2 other sets theyre not as soft as they used to be and have started pilling they feel thinner too our red set already has a small tension tear for the price i guess its a really good sheet set for about 6 months to a years worth of use but we are a little bummed weve gotten more life out of our walmart microfiber sheetsoverall great sheets to start off but they have a very short life
959,3,14 not 16 max thickness i was so disappointed to get these i read the description on the app which said it had deep pockets that would fit up to a 16 mattress thickness given the good quality reviews and my mattresstopper measuring at 15 i snapped these up and they were delivered the same dayand then returned within 24hrs of purchase as soon as i opened the package it said clear as day that the fitted sheet fits up to 14 these are not deep pocket so beware if you have a standard mattress with any kind of topper but if you dont then these will probably work very well for you
960,3,kinda disappointing when i first got these i absolutely loved them they had deep enough pockets for my bed with a 3 inch mattress topper on it which was an issue with some of the older sets i had they were also nice and cool and soft to the touch fast forward about 4 cycles through the washer dryer and now theyre covered in those little fabric knots that make the sheets feel rough to the touch guess with these i got what i paid for at 16 for the queen set when i bought these stillkinda disappointed
961,4,good for the price these sheets are soft and cool they are very thin but thats good during the summer months in the south however dont expect a good thread count quality for the price i paid for these twin sheets like 10 each i am not complaining and iam keeping for the guest bedroom as they will not be slept on daily i feel that i wouldnt purchase them for my king bed where i sleep every night as they may not last long before they wear however they are wrinkle resistant and look amazing it may be good to have an extra back up pair for my room though regardless really for the price they are very nice they are smooth and satiny like a thin sateen the white is see through but not if you have a mattress protector on bed in white color as i do the white is a beautiful crisp white color
962,4,great sheets insane price increase i bought these sheets last month for less than thirteen dollars theyre great sheets i was really impressed especially for the value i love how soft they feel and they look nice i actually came back to buy a second setbut then i saw that in the month since i purchased them they had increased the price dramatically the thing that stood out most about these sheets was their quality for the value now i will have to start my search all over again because im sure there are better quality sheets at this new price point
963,4,affordable but not as soft as i want this lavender color is super pretty but i dont really like the way it feels on my skin im sensitive to textures though so it might be fine for people who are less particular about it theyre very affordable so while i think id give them 3 stars overall i felt like i had to give them 4 because it was kind of silly of me to expect better for this price i think i just have to accept that i have to spend more on sheets to get the quality my princess in the pea skin demands
964,4,cooling sheets i had read that these sheets are highly rated as cooling sheets and we got hit with some very hot nights so i decided to give them a try the blush color is nice i would not say they are soft in the typical sense they are smooth and even a bit slippery the fitted sheet is really big i do need deep pockets but these are extra i have some strap things to hold them in place the top sheet is not proportionate to the fitted i feel like i slept cooler than in previous years they are a good value
968,5,sleeping better surprisingly comfortable when i first put them on the bed i thought they looked a little thin but they feel great when im sleeping on them its one of those qualityoflife things that i shouldnt have put off you spend a lot of hours sleeping so you shouldnt skimp the combination of softness and just the right amount of stretch makes them feel great even my pillow feels so much more comfortable with the new pillowcase on it my old sheets would loosen from the corners leaving a saggy mess in the middle of the bed forcing me to refit them every day these have stayed tight for many days the corner pockets go way around and under the mattress so i dont expect them to need adjusting between washes i had forgotten that sheets could make such a difference in sleeping comfort im very satisfied and surprised given they are amazon basic
969,5,nice sheets for the price cool to the touch i ordered these sheets when i moved into a new house and realized id forgotten to purchase a new set of sheets for my new differently sized bed they were cheap and i figured i would just replace them later on well i was pleasantly surprised these have a nice texture and feel more expensive than they are they do a great job staying cool ive only washed them a couple times so far but theyve held up fine im keeping them as my primary sheets and will be ordering a couple extra pairs as backups highly recommend if youre looking for decent quality sheets without breaking the bank
970,1,turns black mildew or mold i wash laundry weekly i suppose you have to wash these cloths immediately many of them have turned black and i am assuming it is mildewmold im not understanding i have never had this happen with washcloths or towels and i often bleach my whites i dont know if these have been treated with some type of special chemical or something i have have washcloths for years and i have never seen anything like this i would not buy again or recommend i think i purchased these only a few months ago and there are only 2 ppl in the household that use them they havent even gotten that much wash and use
971,1,sorry do not like these disliked everything about themwill be returning
973,1,amused i ordered a pack of 12 but the package had only 11 towels
975,1,these should be better smaller then expected and not thick enough plus the tag is too big
976,1,very disappointing after one washing the face towels shrank extremely to half their original size very disappointing
977,2,these are good but rip after being washed these towels are perfect for face washing etc but they do not last more than 2 washes in the washer they rip and then you end up having to toss them i even tried to get a refund on them past the 30 days because amazon basic products have a 1 year warranty and they gave me a hard time about issuing a refund even though i sent the defective towels back they also just raised the price from 1730 i will not be buying these again not worth it utopia towels are the best in my opinion
981,2,very thin these were very thin and probably good for light use
987,3,not durable think quality not the samr that i purchased before
988,4,good low cost option this review is for the 12 pack of washcloths i find these to be more than adequate for daily use i typically buy cheaper washcloths because they get dirty quickly from makeup removal and despite how often they are washed and bleached they never look clean for too long so buying these cheaper ones fits my lifestyle just fine i can use them for several months and then throw them away or turn them into cleaning rags and not feel bad about it an added bonus is that the rougher texture helps with exfoliation im adding these to my shopping list and wont hesitate to buy them again
990,4,very durable these wash cloths are tough and will last a long time
996,5,a good deal as good as what you find in an expensive hotel
997,5,i buy a 12pack every year i buy these for bathing and facewashing and am a repeat customer i live in an area with a lot of iron in the water and even though have a filter for the washing machine water these will get a little dingy over time so about once a year i treat myself to a new pack and retire the previous dozen to the cleaning supplies where i get another year or so out of them i think ive bought these 3 times and will continue to do so its a great price for a good product by the way the softness depends on whether you use dryer sheets but regardless they have a nice feel
998,5,a sturdy reusable towel in during these disposable times ive recently decided to go to using cloth towels instead of paper towels for everything except as napkins ive tried a few types of fabrics and nothing beats cotton for absorbency and ability to launder since i use these to dry dishes clean countertops and floor spills i bleach these in hot water even though the seller recommends against bleach these have shown no degradation over the last several months of bleaching in hot water i wash the whole lot about once every 9 days i did the math and these have helped me save over 30month in paper towels i couldnt believe how much i was spending on paper towels you cant beat the price to usefulness of these
1000,5,best deal these are great perfect for price very happy with the quality
1001,5,amazon superior to walmart i first ordered a set of these and a set of walmart washcloths about two years ago for use at the gym i carry a lot of gear on my wheelchair so having washcloths absorbent enough that my aide and i can each use one for washing and another for drying saves a lot of space i use bleach and wash and dry on high heat weeklyamazonfluffy and soft as ever no unraveling at seams absorbent enough to dry off with so dont need a towelwalmart so rough and thin after 23 months of washing that i can only use them for exfoliating my feet despite far less usage the walmart washcloths began unravelling after a few washes all are unravelling nowmost have holes in them
1002,1,how are these rated so high purchased these solely on the amazon reviews and wow was i misled no idea why these are rated the way they are must be the price three issuesthe fabric is extremely cheap and looks very cheap second the sheets are very slippy and when making the bed it takes longer as they just slide around and tough to make the bed neatly and quickly they are also very oversized i like a meticulous looking bed with sheets and pillowcases that fit snugly these are not thati have to try to tuck the excess fabric on the sides and end between the mattresses and when putting my pillows on display i have to shift them to one end each time and the pillowcases are enormous my husband even commented on how large and sloppy these sheets are so that may tell you something i do not recommend these even for the cheap price you get what you pay for
1003,1,what is that smell as soon as i got my sheet set i opened it to throw in the wash because i was exciting being this set has so many amazing reviews i couldnt help but notice the strong smell the box its self had smells like skol spearmint iykyk put them in a long wash cycle and they still came out smelling like that no way no how am i sleeping with such a smell not to mention the biggest complement that stood out to me was how lightweight and smooth these are the sheet set i received is so thin you can see right through it and i dont feel like its overly soft my personal opinion dont spend the 40 on these go to the store and buy a higher quality set for close to the same amount im bummed because how do you even return such a thing once youve opened it and washed it now im out 40 and no new sheets
1004,1,does not fit anyone can argue a sheet set fits a bed size king queen etc these sheets are so oversized that simply sleeping in them after having been washed and dried on hot pulls the mattress sheet up and over from the other side of the bed leaving you to sleep on what can best be described as a large wrinkled cloth this fact contradicts the sellers soft wrinkle free description entirely so very disappointing especially knowing you have giving your best efforts to make them work and to then realize the return window has closed simply put this is an inaccurate description and low quality product i suggest passing on this product
1005,1,they feel like a sheer curtain i made the mistake of ordering these i also dont see how these are regularly 45 bucks i bought amazon basic cotton jersey sheets earlier this year and i love them at a quick glance i thought these were the same ones i thought 20 bucks im going to get them when they came in i opened the box so i could wash them and immediately hated them i will be returning get the amazon basic cotton jersey sheets theyre soooooooooo soft these feel like i kind you not a sheer curtain makes me wonder about all these positive reviews maybe i got a weird batch of sheets lol
1008,1,buyer beware i bought these sheets to go with a comforter i recently purchased and took them out of the box they came in and threw them in the washer immediately i wash everything newafter the cycle was finished i then threw them in the dryer and then noticed a rather large bug in the bottom of my washer which is new and has never happened before im a clean freakthe so called bug is a rather large cockroach i immediately took the set out of the dryer to double check for anymore critters thankfully there wasnt needless to say the set and the box they came in are in the fire pit as we speakdisgusting
1010,2,lured in by reviews i bought these based on the amazing reviewsthe great news they fit as they should and the color is as shown the all around elastic is greatthe horrible news i laundered these twice to get rid of the horrible chemical smell and try to soften them a bit i put these on the bed without telling my partner the first thing they said after climbing into bed was are these new i can tell we made it 20 minutes before i was stripping the bed in the middle of the night to put on different sheets we typically use a big brand name sheet which retail at a much hired price as soon as i changed the sheets they said this is so much better the other ones feel like a trash bag in comparison sadly these will probably never leave the linen closet again
1011,2,these are too small i love the color lilac but putting the fitted sheet on the bed is like putting a girdle on an elephant great deep pockets but the last corner takes forever to maneuver partway down i had to stretch pull afraid the sheet would rip if you have arthritis scleroderma or any other issues with your hands you want to stay away from this brand ive never had any issues with any other sheets for my full bed i will be buying a different brand i washed then b4 putting on bed so of course i can not return
1012,2,theyre just okay pros theyre cheap and the color is nice and exactly what i was expecting the feel of the sheet itself is also what i expectedcons the underside of the top sheet is not what i expected its a weird almost plastic sort of feel and is not comfortable at all also the first time i washed them before use they came out with several greasy looking water marks sort of like what can sometimes happen with fabric softener except i do not use that i think they will come out with another wash but i also imagine its something that will continue to happen with this fabric
1013,2,refundednot happy with quality at less than 15 i shouldve known it was too good to be trueive never bought microfiber sheets so wanted to try them at a good pricei didnt even get them out of the package before i could tell by the feel that it wasnt going to cut it they reminded me of the days when all i could afford was basic 200 thread count sheet sets that you could read a newspaper through if youve spoiled yourself with 800 tc egyptian cotton sheet sets dont waste your time with theseidk what i was thinkingon the plus side the vendor made the refund quick and easy
1014,2,why was i struggling so hard to get the sheet on in the end it looks alright and the material isnt too uncomfortable but this is my hand after struggling for 10ish minutes to try to get it to fit on my bed i dont know why it is so small and i know i ordered the right size because my bed is a regular twin and i ordered a regular twin size but it was just too difficult for just a bedsheet i rather just go without at that point if im gonna have to wrestle with my sheet every time i wash it to get it back on my bed anyways for 9 dollars ill just put up with it but still this aint it
1015,2,meh the sheets have a nice pattern they look great i ordered brand new but there are stains i ordered white with a grey pattern and there were brown stains and what looks like blue or grey dye stains i washed and used them anyway they look good on the bed they are lightweight but they get super hot not good for summer months in the hot states they do not breathe keep in mind they are not cotton i did not realize this when i ordered them and definitely realized it the first night sleeping on them when i began getting hot the sheets are okay for the price just keep these things in mind
1016,2,ehhhhhhhhhh theyre just okay i wanted to like these sheets so badly mainly because they got over 458000 reviews i knew it had to be a catch theyre not terrible they just didnt meet my expectations first of all they are thin i wasnt expecting them to be this thin they did wash well but low quality ughhhhh i shouldve returned them but i guess ill save them for my guest room which was not bad for the price if you like high quality sheets that are nice with a high thread count keep looking and do not purchase these
1017,3,difficult fitted sheet i overall like the price of this product and it availability from amazon i had difficulty putting the fitted sheet on my 12 inch full size mattress the pockets are 14 inches but the sheet required me to exert some energy to lift my mattress and really stretch the sheet to fit so the pockets would fit and not pop out im somewhat surprised i havent seen this feedback in other reviews it was some real effort to make it work after 23 nights of the sheet jumping off the mattress a deeper pocket of 16 inches or more might be a better fit in real life use i dont like lifting my mattress to fit a simple sheet
1018,3,great for a while not long lasting these sheets were so great when we first got them they were buttery soft smooth cool and looked very nice they looked more expensive than they areunfortunately after about 6 months worth of weekly rotation between 2 other sets theyre not as soft as they used to be and have started pilling they feel thinner too our red set already has a small tension tear for the price i guess its a really good sheet set for about 6 months to a years worth of use but we are a little bummed weve gotten more life out of our walmart microfiber sheetsoverall great sheets to start off but they have a very short life
1019,3,14 not 16 max thickness i was so disappointed to get these i read the description on the app which said it had deep pockets that would fit up to a 16 mattress thickness given the good quality reviews and my mattresstopper measuring at 15 i snapped these up and they were delivered the same dayand then returned within 24hrs of purchase as soon as i opened the package it said clear as day that the fitted sheet fits up to 14 these are not deep pocket so beware if you have a standard mattress with any kind of topper but if you dont then these will probably work very well for you
1020,3,kinda disappointing when i first got these i absolutely loved them they had deep enough pockets for my bed with a 3 inch mattress topper on it which was an issue with some of the older sets i had they were also nice and cool and soft to the touch fast forward about 4 cycles through the washer dryer and now theyre covered in those little fabric knots that make the sheets feel rough to the touch guess with these i got what i paid for at 16 for the queen set when i bought these stillkinda disappointed
1021,4,good for the price these sheets are soft and cool they are very thin but thats good during the summer months in the south however dont expect a good thread count quality for the price i paid for these twin sheets like 10 each i am not complaining and iam keeping for the guest bedroom as they will not be slept on daily i feel that i wouldnt purchase them for my king bed where i sleep every night as they may not last long before they wear however they are wrinkle resistant and look amazing it may be good to have an extra back up pair for my room though regardless really for the price they are very nice they are smooth and satiny like a thin sateen the white is see through but not if you have a mattress protector on bed in white color as i do the white is a beautiful crisp white color
1022,4,great sheets insane price increase i bought these sheets last month for less than thirteen dollars theyre great sheets i was really impressed especially for the value i love how soft they feel and they look nice i actually came back to buy a second setbut then i saw that in the month since i purchased them they had increased the price dramatically the thing that stood out most about these sheets was their quality for the value now i will have to start my search all over again because im sure there are better quality sheets at this new price point
1023,4,affordable but not as soft as i want this lavender color is super pretty but i dont really like the way it feels on my skin im sensitive to textures though so it might be fine for people who are less particular about it theyre very affordable so while i think id give them 3 stars overall i felt like i had to give them 4 because it was kind of silly of me to expect better for this price i think i just have to accept that i have to spend more on sheets to get the quality my princess in the pea skin demands
1024,4,cooling sheets i had read that these sheets are highly rated as cooling sheets and we got hit with some very hot nights so i decided to give them a try the blush color is nice i would not say they are soft in the typical sense they are smooth and even a bit slippery the fitted sheet is really big i do need deep pockets but these are extra i have some strap things to hold them in place the top sheet is not proportionate to the fitted i feel like i slept cooler than in previous years they are a good value
1028,5,sleeping better surprisingly comfortable when i first put them on the bed i thought they looked a little thin but they feel great when im sleeping on them its one of those qualityoflife things that i shouldnt have put off you spend a lot of hours sleeping so you shouldnt skimp the combination of softness and just the right amount of stretch makes them feel great even my pillow feels so much more comfortable with the new pillowcase on it my old sheets would loosen from the corners leaving a saggy mess in the middle of the bed forcing me to refit them every day these have stayed tight for many days the corner pockets go way around and under the mattress so i dont expect them to need adjusting between washes i had forgotten that sheets could make such a difference in sleeping comfort im very satisfied and surprised given they are amazon basic
1029,5,nice sheets for the price cool to the touch i ordered these sheets when i moved into a new house and realized id forgotten to purchase a new set of sheets for my new differently sized bed they were cheap and i figured i would just replace them later on well i was pleasantly surprised these have a nice texture and feel more expensive than they are they do a great job staying cool ive only washed them a couple times so far but theyve held up fine im keeping them as my primary sheets and will be ordering a couple extra pairs as backups highly recommend if youre looking for decent quality sheets without breaking the bank
1034,1,dont buy it this comforter had the strongest chemical smell ever as soon as i made the cut on the plastic bag and the air went into the bag the chemical smell started to pour out as i was pulling the blanket out it kept getting stronger and stronger i thought maybe it just needed to air out and i would wash it but by the time i was done removing and getting the thing all opened up i looked at my arms and they were bright red after an hr or so after i touched the blanket my arms were still red and itchy i would not recommend anyone buying this product its very cute but dangerous i guess you can say im sending this back
1035,1,the smell is unbearable toxic like its made from plastic i was super excited to get this blanket living in massachusetts and having below zero temperatures i opened up the box and thought this is going to be the best blanket until i cut open the plastic the blanket was sealed in it was the most chemical toxic smell ever it was hard to breathe in my bedroom i tried spraying fabric freshener on it and nothing helpedmy eyes started to itch in the first 15 minutes of being on my bed what is this blanket made of is it even safe for humans the smell is definitely not something i want to smell all nighti need a refund
1037,1,do not dry in dryer warning do not dry in dryer i had to wash my comforter because it smelled horrible when i took it out of the package i followed the care instructions it said to tumble dry on low thank god i smelled it before it caused a real problem i smelled burning plastic so i stopped the dryer the comforter melted it also had some burn spots if you buy this please just air dry i contacted amazon and they were very understanding and gave me a fefund i loved how soft it was but i was also disappointed in how thin it was very disappointing
1040,2,pillow shams never came with it pillow shams never came with comforter
1044,3,all products advertised should be included we never received the twin sheet that was supposed to be included
1046,4,better than first expected fair price for materialwhen i ordered it and saw that price i figured it would be decent as soon as i got the item i washed it and air dried it just in case it was so much more fluffy than i thought it would bewarningi have two dogs that occasionally track in tricks and leaves be cautious those small sticks and leaves will stick to the blanket when they come to be cuddled at night hopefully the area around your bed is kept wellswept the puffy cottonlike side will attract all types of small debris
1047,4,soft lightweight beautiful and within a good price i really love it
1049,4,comfy soft and snuggly but not the toughest i absolutely love this comforter i only wish it was a little more heavy duty it came with a big hole at the one seam no worries they totally replaced it with a new one with no issues or problems but after only 2 days a small hole developed in the new one from my dog jumping up on the bed so bottom line i would 100 recommend this super soft and super cozy comforter but only if you dont have dogs or kids jumping up on it for an adult only pet free quiet household i cant imagine you would have any issues
1051,5,ready for winter i wanted to purchase a bed set for the winter season and since i am absolutely in love with amazonamazon basics i decided to purchase this sherpa set it came with two pillow cases that has a zipper so your pillows are nice and secured inside of them as well as the comforter while the comfortable feels like a large sherpa blanket its quite comfortable and soft i will add however that it came with a small odor that will most likely air itself out or out from the wash other than that i am ready to be comfortable with this bed set
1055,5,soft and comfy i ordered the black one it looks good in my room and comfy
1060,1,horrible looks like a tree branch not a tree and the leaves are falling off
1061,1,small and cheap super small and cheapdid not keep them
1062,2,top heavy and out of balance will not stand upright on its own the planter that this comes with is too small for the height of the plant on top of that the plant was sealed in the planter tipped to one side so there is no way that this plant will stand upright on its own i will have to put the plantplanter in a bigger planter shim it so that it stands plumb straight then fill in the bigger planter with decorative stones in the end the money i saved on this product i have to spend to make it usable
1063,2,had to return packaged great butit looks pretty fake as there are plastic sticks on the exterior of the plant leaves so up close theres no doubt its fake in the center of the plant it has a thick plastic green stick its also not as full as the picture shows i put it in a planter and it looked tiny cant really bend the leaves either due to the type of plastic used this would be a good product if you keep it in a place where its not in direct sunlight to highlight the plastic pieces and possibly up higher on shelf otherwise i wouldnt suggest it unfortunately
1064,2,wont stand on its own this tree is so pretty in personi planned on putting this into a nice decorative basket but unfortunately the bottom base was glued on crooked so the tree will not stand up on its own without being up against a wall we did end up taking the bottom part off and regluing so it could stand up right but its very top heavy just walking past it makes it fall over i believe they should have made this with a heavier bottom base i wouldnt recommend unless you plan on changing the stand
1066,3,its okay okay for putting up high or out of the way not high quality
1068,3,the plant should have been lower not not as advertised
1072,4,cute fake plants they look quite real shidoshi
1075,4,not up to par pretty but not as full as in picture
1077,4,adds a nice touch to any room i love the aesthetic of plants in a room but as a mom with a toddler sometimes real plants arent the best idea if youre looking to keep a house clean this fake plant is stunning and i love it looks in my bedroom at first glance the plant doesnt look too artificial until you get closer to it i do wish there were options for the pot color since the black pot feels and looks a little cheap but i am okay with just putting it in another pot for the time being as for the weight of the plant its not too lightweight due to the pot feeling kind of heavy but its not extremely heavy either i will say when you first get the plant its best to kind of fluff it up to give it a more realistic lookoverall this plant is not a bad idea if youre looking for something to add decor to your home
1078,4,very easy to tip over pot is too small this is a really nice artificial tree and i planned on putting it behind a couch in the corner however this tips over so easily because the pot is too small and too light im talking someone sits down on the couch and the wind from the person sitting down causes this to tip overi have since relocated it and put some real rocks in the pot to help weigh it down and that does seem to do the trick so yes it looks nice but you will need to be creative if you want it to remain upright
